schneckendrehzahl,massedurchsatz,massetemperatur,massedruck,duesenspalt,abzugsgeschwindigkeit,kalibrierdruck_mbar,kuehlwassertemperatur,mfr_charge,wandstaerke_ist,aussendurchmesser_ist,ovalitaet,wellhoehe_ist,wellteilung_ist,bindenaehte,blasenbildung,risse,oberflaechenfehler,delamination,io_nio,delamination_anwendbar,dn_proxy,schneckendrehzahl_dn_bereinigt,massedurchsatz_dn_bereinigt,massetemperatur_dn_bereinigt,massedruck_dn_bereinigt,duesenspalt_dn_bereinigt,abzugsgeschwindigkeit_dn_bereinigt,kalibrierdruck_mbar_dn_bereinigt,kuehlwassertemperatur_dn_bereinigt,mfr_charge_dn_bereinigt,wandtyp_einwandig,mechanismus_Vakuum,y_kontinuierlich_sicherheitsabstand,y_od_komponente_zuverlaessig,y_nio_wandstaerke,y_nio_ovalitaet,y_nio_od,y_nio_wellhoehe,y_nio_bindenaehte,y_nio_blasenbildung,y_nio_risse,y_nio_oberflaechenfehler,y_nio_delamination
41.06270481274752,61.45375239573439,219.12805954029824,300.0,1.399575113197363,5.003479023781161,194.22770242461013,21.535850264674234,0.4592093129301148,1.5207470532050178,125.29751981318924,0.1057664339075255,9.433907412704862,19.75868136861282,False,False,False,False,0.0,NIO,1,0.29606171738163645,1.3774054662171196,1.0510724955465562,3.987289079430525,151.39940283030484,-0.25886088786604255,0.45957691335604967,124.55947101242359,5.448793455522935,-0.22067638542598955,False,False,-0.0089667311913697,1,1,0,0,0,0,0,0,0,0
33.360271895965184,48.02598676797293,209.79277665097305,143.69207733957558,1.3905144430008762,3.685918386068496,186.8850079280476,14.934254220203414,0.6963553924343776,1.6245942109835312,89.8739927606016,0.161200543379915,6.273928978252876,13.936969127093002,False,False,False,False,,IO,0,-0.8060153858303906,-0.3028216624659592,0.6495318428537828,-5.307794750208103,-0.7779719103173477,-0.054366150968339966,0.4764645808199641,17.358970767857727,-1.2977316260771872,0.0074238263850767705,True,False,0.1425268317156258,1,0,0,0,0,0,0,0,0,0
53.08886818170875,72.05547985316484,217.00552723634488,125.8796135156566,1.8869019066398496,6.240963415301936,204.65879638210072,19.679217360767968,0.7546801733549894,2.1519593337903054,160.13474972514587,0.109240077100685,11.525621758727652,24.77064832470701,False,False,False,False,,IO,0,1.290945796287582,7.967110132776185,-0.10643522047125487,1.828467658905737,-26.449775723660863,0.03568186726999589,0.492407502457902,225.13574701173536,3.7229931323779137,0.0829605005170827,True,False,0.3362613326706524,1,0,0,0,0,0,0,0,0,0
40.13678965005334,56.06210053986146,205.7827072870899,94.71532517300632,1.9684589488195643,4.266096036522573,193.2091554991761,8.831868576464686,0.7834112910734725,2.36574999886741,109.34366066645605,0.4541059504943781,8.095893203947465,15.730392759570476,False,False,False,False,0.0,IO,1,0.24031134087915637,0.756133453338343,-3.681626420782024,-9.356029638459802,-53.676321460452,0.32082599802817846,-0.2103008193065916,118.48945332243301,-7.262519705559566,0.10306799267448774,False,False,0.3013754607778799,1,0,0,0,0,0,0,0,0,0
26.498477784762294,36.675010251962,213.89599765663252,120.06342342101806,1.3914634824103052,1.874403508229172,136.24352319690308,14.11854794543762,0.7265892050423283,1.603927172569934,63.40278260426365,0.6449310528407765,4.610542627377716,8.739311128362502,False,False,False,False,0.0,IO,1,-1.573097560325142,-2.97296103578676,-1.6347605453306144,-1.17659386725407,-21.531627635969755,0.09522452664542302,-0.40623006774294157,-102.78685494832592,-2.2143133120320506,0.03136141539844839,False,False,0.0077983802449593,1,0,0,0,0,0,0,0,0,0
71.47320477634246,133.67596797576246,219.2023493773833,145.65991681294798,2.7617482761376544,12.662690882109642,-853.0721489293909,16.11075448430429,0.7436847125271069,3.1275663053236538,314.45950862089313,0.1069347934607464,26.05272165472805,47.08921971668439,False,False,False,True,,NIO,0,6.865249156154922,-4.108855787336964,-4.372561957472527,3.8219630519142527,-27.561773954402355,-0.1696345030382127,0.16449862400894055,-327.514654962323,0.8875809800946151,0.11771901690924902,True,True,-1.0,1,1,0,0,0,0,0,0,1,0
37.63923004354785,58.839501362082,213.30524319158155,96.656463580204,1.527068494263763,5.165570272218887,168.34089160555527,23.69332271682584,0.9210417088379644,1.7889302741054016,123.89323149099944,0.3510732784197644,9.020792211456182,18.77061548262944,False,False,False,False,0.0,IO,1,-0.22614213967359054,0.8074688762973778,4.609116399357632,-1.8164795057883794,-49.98693109505082,-0.030177257084301523,1.2539778704094662,51.356432348059215,7.537593305759806,0.23686975230080276,False,False,0.0776929091662002,1,0,0,0,0,0,0,0,0,0
46.54114140496407,64.12905557494187,211.53300910825945,104.50336568613154,1.8435972959358005,4.909998339125784,232.19262114063267,8.160191666960438,0.8839050864866019,2.1706269975384425,124.93649983233068,0.0864164763202419,9.242661139075953,18.65089629095017,False,False,False,False,,IO,0,0.5661932407312896,5.3797315224983535,0.5335010693793265,-3.617614595361175,-45.10967534851004,0.13281645686625576,0.039007903883748085,187.00066376267063,-7.891341401190134,0.20623663228960465,True,False,0.4951074260506353,1,0,0,0,0,0,0,0,0,0
26.85039893665484,38.00823491758297,221.7573850150894,300.0,1.3736365173293992,2.260347439760753,114.41058513702194,15.615160552428891,0.3,1.499264241031507,62.857246957408826,0.1231527262705831,4.339890854872716,8.628932375183522,False,False,False,False,,IO,0,-0.9881763727327038,-5.817291535647641,-7.215131090114433,6.663458067698002,156.21268400291262,-0.03594576257338411,-0.7285370246198757,-71.62082754720348,-0.6407804385120333,-0.3904267465421882,True,False,0.0739297022125873,1,0,0,0,0,0,0,0,0,0
32.90454349209924,43.18530033440096,219.27993352615155,138.58145195664935,1.441154903806105,3.836846059197845,149.0598108017629,21.826755403665054,0.6523842167743477,1.6175049590230048,90.17160031888088,0.0444082954767347,6.558078131452092,14.075795853161823,False,False,False,True,,NIO,0,-0.8105308495461648,-0.733875702219045,-4.137783146871833,4.179526829776336,-5.871673487092664,-0.0028507044754213506,0.6328597959979043,-20.875366787238875,5.594175749740131,-0.03658441227828324,True,False,-1.0,1,0,0,0,0,0,0,0,1,0
37.32157177559825,48.43379220199893,220.43774000452052,118.06934267948496,1.535222012644742,2.814063066272571,133.55991226080414,12.859918378932512,0.6753023458684073,1.65851595396074,89.5774440257109,0.3075152775895368,6.378571828401393,14.577099116678468,False,False,False,False,,IO,0,-0.5686437254466602,2.3613811420828696,-1.7483254502127252,5.328510300289736,-27.29036757067773,0.044344635493906104,-0.682811835896326,-14.45818041565093,-3.3408518236504463,-0.011680869536743965,True,False,0.2394183596309192,1,0,0,0,0,0,0,0,0,0
66.24374998230506,119.08962890144188,220.59988800105796,240.04733494828776,2.5212682649083367,9.95918949273623,-718.6530141224622,15.14864475829732,0.4371852140909543,2.7889283379983567,250.7794353121636,0.2402017379366481,19.1555294452638,38.14049383958631,False,False,False,False,0.0,IO,1,5.73072358814954,-3.1387929410245192,-5.549144812620071,5.2608843165050985,71.07780785553786,-0.19027139364737256,-1.1652642882726294,-295.8934400612112,-0.223724929818518,-0.1980926867735367,False,True,0.3504705731970006,1,0,0,0,0,0,0,0,0,0
40.63882206944962,59.30829183596359,219.2124795058698,134.38376285802036,1.5414238568687069,4.167173339533878,190.07044694907844,17.32695594022216,0.7141274587348467,1.7182424888525514,110.09254430423248,0.5975890067236843,8.045984460689601,17.042761634393237,False,False,False,False,,IO,0,-0.09341943651349016,3.0818090764844044,3.509163828289026,4.08591565187794,-12.757072045191904,-0.041540286433412454,0.09487386398682585,85.11182315434984,1.1886802749223087,0.031044892412916414,True,False,0.080632297348178,1,0,0,0,0,0,0,0,0,0
48.66775158066741,76.81885685194426,216.43312490285751,109.81609335135572,2.0746200804444395,6.048274704895503,219.75336170437288,16.738034214891123,0.8873136658615759,2.3948596413835275,160.1250963199994,0.0367296531567225,12.1011053191911,24.113059802572803,False,False,False,False,0.0,IO,1,1.3005258979871022,3.4936438878330875,4.543707813408361,1.2557158842777199,-42.549201786951144,0.22154365324792447,0.288118741166568,241.09835317413442,0.783069821145002,0.21567262666210407,False,False,0.6359923537453649,1,0,0,0,0,0,0,0,0,0
33.1024540485022,45.928094746702826,217.36599602797455,120.3283985085631,1.7245368821793214,3.54925461410898,172.80568667305832,22.263081901817657,0.5370148210614114,1.945544270828899,90.11813123604094,0.4043806413432971,6.432524046847235,13.078501314636432,False,False,False,False,,IO,0,-0.5367031843764315,-2.032272931651299,-4.631550641629644,2.2556012693994205,-25.151023815365093,0.2274702146138845,0.013704558656012278,27.681685831358863,6.066512051323681,-0.14970622583690107,True,False,0.2893741174511436,1,0,0,0,0,0,0,0,0,0
27.66962292117216,38.98262206266198,214.95435487262745,129.09336897523607,1.249386717629032,2.5100403116384062,126.74067906060492,17.793895240292926,0.7504601408034808,1.4668045572451924,75.66147094720044,0.5480506666802493,5.213818415455725,11.286264026317983,False,False,False,False,,IO,0,-1.5274463241825056,-2.0512731630572745,0.13326717397430343,-0.11990181312586401,-12.672781379555687,-0.0556983236686861,0.17413000909044163,-108.15329859358638,1.4670373646906683,0.055607057285854244,True,False,0.1264649060619168,1,0,0,0,0,0,0,0,0,0
38.65350770194392,58.07127913163863,215.1499492963661,137.76304498414933,1.796299896664524,3.706986877001124,157.73932388302703,21.311091582056875,0.5626264784055343,2.0796573002211853,110.35641886682976,0.1525303856281888,8.072438099680445,17.55279401842075,False,False,False,False,,IO,0,0.05634802634861683,0.278103256068178,0.5019440672154118,0.01792256581038032,-9.939113333165409,0.18431450665673932,-0.5466582924220171,66.35093956634184,5.192511139643553,-0.11922679402230485,True,False,0.1362403838857105,1,0,0,0,0,0,0,0,0,0
28.11440860658929,31.78041589257155,210.9568212561767,114.40618414075072,1.327495636774889,1.5263086700750643,99.4438170728021,14.559966570760354,0.5992131964480485,1.5529809736347235,50.30740959717803,0.176720992963011,3.162350617678514,7.324005943746472,False,False,False,False,,NIO,0,-1.6540230555449005,-0.9148197875777662,-5.5728395176586965,-4.112818451722575,-26.885560881691333,0.04693804942387314,-0.6563363988980015,-146.91911735017118,-1.7835368224248942,-0.09667883104328401,True,False,-0.396082303869143,1,0,0,0,1,0,0,0,0,0
49.638570485369904,79.7176160244088,209.40588160371672,131.5986193343377,1.860311244905193,6.342135508322715,248.7341438351261,13.037898354998813,0.9216090451255052,2.1760758565646694,160.36728110744156,0.0134771449763454,11.80389693963876,23.77252137608803,False,False,False,False,,IO,0,1.2190446303002507,4.9097101898867095,8.405551438901881,-5.768555326672924,-20.461286752907426,0.023023881142353764,0.6806410077994443,262.6962211902031,-2.927781261516671,0.24929920628867497,True,False,0.4811963227285202,1,0,0,0,0,0,0,0,0,0
37.125714772720805,56.7274952524846,214.52301145639336,149.48632809954185,1.657510467182743,4.477872825158532,176.45293476137962,15.09710722792146,0.6186163269832262,1.8441764944740968,108.91592186243408,0.4125288131099203,7.719522381327564,17.053651829551956,False,False,False,False,0.0,IO,1,-0.010010906082592762,-0.887076979528878,-0.05749688308637957,-0.606594784091584,2.032880829317321,0.058383804380505167,0.3045782633816865,79.05185190931279,-1.0301997692439304,-0.0637816206958135,False,False,0.096601552028396,1,0,0,0,0,0,0,0,0,0
