material_mfr,dn_ziel,wandstaerke_soll,dickentoleranz,produktionsgeschwindigkeit_soll,ovalitaet_anforderung,schneckendrehzahl,massetemperatur,duesenspalt,vakuumniveau,innenluftdruck,kuehlwassertemperatur,schmelzfestigkeit_proxy,wandtyp_einwandig
0.7609434159508862,104.16456547195337,1.3854431436591383,0.0554941697352548,9.400096059053611,0.4417542021604956,33.69114269270619,200.90618604089187,1.4343229189109736,90.2198563080258,78.19727143002063,19.783884055676392,0.5390565840491137,True
0.4920031787519008,158.60885895538445,2.350657202307344,0.2952257670317631,10.168836881532656,0.3539452675979566,43.84741003129785,199.85572772749683,2.346621806423256,104.3519089931306,62.1771593304194,19.45904128753213,0.8079968212480992,False
0.8500902391612914,123.34082670049862,1.8362047021783765,0.1147866289275512,10.90765521389292,0.7846317680278376,45.49986580856498,210.93317246665384,1.9290612738258748,88.2221300314915,105.94734614612337,16.953515572053053,0.4499097608387086,True
0.8881129432782428,225.33597752968004,2.589428509020136,0.1982770772244588,6.963402453082439,0.7344731943785998,46.943818075150375,208.29101750809608,2.655661375373696,104.67965972941964,57.77183950388255,21.110659119160605,0.4118870567217572,True
0.3097929622692326,72.77310637828964,1.5539138394702827,0.1250625958844657,12.279022326310802,0.8826301137882946,36.97055670859988,190.0,1.5973503390009045,89.85519187629215,91.28706378984116,19.64764990407781,0.9902070377307672,True
0.4395640986275363,176.3629903248228,2.4725495889530844,0.1426554050526087,10.400662015330187,0.8912784132094387,46.00023429318801,201.7774385031444,2.8740916564491648,107.73211639411412,87.3445089574016,20.710577525160257,0.8604359013724636,True
0.725568080633457,139.1794671557437,1.8673255457029256,0.1494403896455687,10.129107781318258,0.7417246917810556,44.86067233176348,206.50450784283532,1.996289903695301,75.50653516942754,89.62828758904399,24.05452528952586,0.574431919366543,True
0.6367514815312835,94.5923791188878,1.862425495509735,0.1337616828311894,16.62364065569102,0.6768529680652017,54.525543764930255,206.3694581865396,1.8422065492017423,93.34569373324427,90.33178765047234,15.748681722301054,0.6632485184687165,True
0.6966397684991422,161.8416830206951,2.409234291295301,0.2093499398349839,9.77730445492201,0.9398057883082958,38.59749986943418,204.41364873838597,2.6374998610140223,71.05257342142626,62.43846653642312,19.336515390217446,0.6033602315008577,True
0.5293912144852839,89.19005411805253,1.7205668623893449,0.2902340676221515,10.780263686054417,0.8608848950966221,46.50933447109411,207.1128812620404,1.4909164986268797,96.8186073663576,107.5076851343579,17.896478966156238,0.7706087855147161,True
0.8758795949725657,124.7813149107263,1.8681069747517527,0.1571586625015582,9.824671491349914,0.9176974964773046,41.2694051606454,200.3935259855234,1.786649986427255,67.68328565211411,72.5451744053886,21.29134841361582,0.4241204050274343,True
0.8555583870857897,67.11463056955769,1.3900103439280678,0.2933316810135662,9.655870358979882,0.9970886287917948,35.17499472040719,199.2549888604333,1.24132581032929,90.81109107981456,85.14025785269813,17.06542910260817,0.4444416129142103,True
0.7132061395122432,50.0,1.553889819737034,0.2169493093361957,13.608974191655488,0.5824540514365587,37.18736830353766,205.48220190455143,1.6065518250565345,48.38150762502553,102.54389339839231,20.81734790171441,0.5867938604877567,True
0.9254482413936064,102.90179127300836,1.596530927209681,0.2017840487552522,9.63802442744306,0.8018542636035255,37.68611354758803,195.80853694561895,1.639723600792083,105.26708603696072,86.6048184358875,23.637464849342567,0.3745517586063935,True
0.793501868450409,102.16681030169194,1.9770050515364124,0.1092759629497307,9.911511491174489,0.7816474706621048,38.67827695671044,202.1541185228353,2.0563318628172533,64.23541429553597,90.27790428595208,18.33777970641051,0.5064981315495909,True
0.5281415074233523,106.88389058084157,1.830291250777167,0.0657301764748452,9.891958538559935,0.4218998993329599,35.48430426209777,203.2918132121765,1.8874197473976828,80.64251551718229,63.36874172590454,19.550471333941445,0.7718584925766476,True
0.7737501568164997,182.9338971296311,2.4490960020906205,0.2629836925729572,7.540314116799916,0.7455840197851302,41.10758875102299,210.28076881654368,2.475896668308407,105.47347496449356,66.55507609839412,17.683484697834224,0.5262498431835003,True
0.5082234798342001,206.3740282344369,2.394779070063497,0.1934952659860672,5.432884160181745,0.5996624931152326,46.097777499133336,207.12003695102268,2.866589211104285,118.5627177562848,67.9092578782829,21.411865734715885,0.7917765201657998,True
0.8756900602614545,148.44503186413135,2.165552760393763,0.1536034656062204,9.309521718695413,0.6154449130795978,37.91350238126984,207.3366293386646,2.1506252369576906,91.0629519607104,87.64204804421891,18.896053705660535,0.4243099397385454,True
