material_mfr,dn_ziel,wandstaerke_soll,dickentoleranz,wandtyp,produktionsgeschwindigkeit_soll,ovalitaet_anforderung,kalibriermechanismus,schneckendrehzahl,massetemperatur,duesenspalt,kalibrierdruck,kuehlwassertemperatur
0.7609434159508862,104.16456547195335,1.3854431436591383,0.05549416973525488,einwandig,10.827756988245504,0.44175420216049566,Formluft,33.76044623196999,208.3146401441692,1.4005096542178173,77.97387149653403,18.008645285455277
0.4920031787519008,158.60885895538445,2.350657202307344,0.2952257670317631,doppelwandig,11.056411564960458,0.35394526759795664,Formluft,47.13122537367707,205.81748297324535,2.676421665213769,91.55689161442238,19.1684096890118
0.8500902391612914,123.34082670049862,1.8362047021783763,0.11478662892755127,einwandig,12.032652145671076,0.7846317680278376,Formluft,44.43364266478715,204.5766721927916,1.7924667045823222,69.1816376549764,16.818480916211655
0.8881129432782428,225.33597752968004,2.5894285090201357,0.1982770772244588,einwandig,7.566100605954979,0.7344731943785998,Vakuum,51.80848431150963,213.63899024121318,2.5695547748434624,-93.44529342163776,20.398274636672237
0.30979296226923264,72.77310637828964,1.5539138394702827,0.12506259588446578,einwandig,13.716070741560955,0.8826301137882946,Formluft,44.301539618639815,192.24868468166548,1.5424708625440586,49.60189721332644,20.782729163839214
0.4395640986275363,176.3629903248228,2.4725495889530844,0.1426554050526087,einwandig,11.113830552040337,0.8912784132094387,Formluft,47.63742237918214,202.35564772058783,2.681443335351593,103.35190787468406,18.3609555973548
0.725568080633457,139.1794671557437,1.8673255457029259,0.14944038964556872,einwandig,11.188093493944264,0.7417246917810556,Formluft,39.1402586488084,205.84709203624448,1.9768146048057136,74.93204369923717,20.98074793766699
0.6367514815312835,94.5923791188878,1.862425495509735,0.13376168283118944,einwandig,14.0,0.6768529680652017,Formluft,39.76305899555971,202.8650601816636,1.802901945100593,43.115374175404085,16.789665179895337
0.6966397684991422,161.8416830206951,2.409234291295301,0.20934993983498396,einwandig,10.672553151114005,0.9398057883082958,Formluft,50.85775038159235,206.72385751152734,2.482047469428774,67.5105016781681,18.630191953429254
0.5293912144852839,89.19005411805253,1.7205668623893449,0.29023406762215154,einwandig,12.211780156302652,0.8608848950966221,Formluft,40.45213924822999,200.58201423327532,1.9129524196358623,45.96679526816456,16.353030536791856
0.8758795949725657,124.7813149107263,1.8681069747517531,0.15715866250155824,einwandig,11.035680908816376,0.9176974964773046,Formluft,38.498072454749206,208.34394194983844,1.7529692305639764,67.08439296226558,16.26981375423236
0.8555583870857897,67.11463056955769,1.3900103439280678,0.29333168101356627,einwandig,11.380255789608258,0.9970886287917948,Formluft,32.57120764332138,203.06076076116605,1.326161335163432,61.8279238507419,20.503204410494003
0.7132061395122432,50.0,1.553889819737034,0.21694930933619577,einwandig,14.0,0.5824540514365587,Formluft,39.892399637001716,192.59913607535606,1.407895241163084,50.202318334011395,19.989104383405007
0.9254482413936065,102.90179127300837,1.596530927209681,0.20178404875525224,einwandig,11.05496128213589,0.8018542636035255,Formluft,40.61002477366701,204.5240518019661,1.3443366800174905,58.226510315003104,18.794272462138814
0.793501868450409,102.16681030169194,1.9770050515364124,0.10927596294973076,einwandig,11.309933448462195,0.7816474706621048,Formluft,45.58557989472944,204.51573753280223,1.9607168827572137,57.57865961619438,18.2684134105845
0.5281415074233523,106.88389058084155,1.830291250777167,0.0657301764748452,einwandig,11.251419616401765,0.42189989933295996,Formluft,40.837995195384536,194.98026433031114,1.8117097789324053,78.4072084814452,20.771610738374793
0.7737501568164997,182.9338971296311,2.4490960020906205,0.26298369257295723,einwandig,8.4567655400622,0.7455840197851302,Formluft,46.33276614559055,202.76906022610314,2.5624885118758094,95.37307266425292,19.140734456271243
0.5082234798342001,206.37402823443693,2.394779070063497,0.19349526598606726,einwandig,6.338482629049631,0.5996624931152326,Vakuum,44.0484025518497,209.85376091037313,2.6786005641205426,-104.98899727740316,18.58178027429564
0.8756900602614545,148.44503186413135,2.165552760393763,0.15360346560622046,einwandig,10.362994469078329,0.6154449130795978,Formluft,46.92358863840872,204.39390223700738,1.9711595097164678,73.12537105135247,18.32323781008804
0.6900148178027494,176.46574143041352,2.503763758845014,0.2529918305221209,einwandig,12.335027089664246,0.42609659289783985,Formluft,56.659109208252886,207.1862843738891,2.8742324415171137,123.12042719475824,16.64787136820565
0.6630275272909478,90.26224441957822,1.5216364421788287,0.1276450956443297,doppelwandig,13.137403500441032,0.821317542295178,Formluft,45.312132699380484,199.21664330895823,1.908822434355748,51.924728873404376,19.89417436186866
0.5638140911192117,81.49785627978447,1.7267782303260524,0.24590431399112184,einwandig,14.0,0.788558692774779,Formluft,48.89282389152132,203.67404603830926,1.6018082594497574,46.18610585083761,18.275379870566628
0.944508267734806,163.48265143236202,2.3212130495107495,0.13199095885144924,einwandig,12.414846324169316,0.6726030973015145,Formluft,51.58750753887247,211.1177049530312,2.3570928217189504,99.7395814526993,19.162014045615667
