schneckendrehzahl,massedurchsatz,massetemperatur,massedruck,duesenspalt,abzugsgeschwindigkeit,kalibriermechanismus,kalibrierdruck_mbar,kuehlwassertemperatur,mfr_charge,wandstaerke_ist,aussendurchmesser_ist,ovalitaet,wellhoehe_ist,wellteilung_ist,bindenaehte,blasenbildung,risse,oberflaechenfehler,wandtyp,delamination,io_nio
56.25555522006189,92.3260278178114,220.1052730013405,170.16596459293905,2.566019168737537,7.072495110053037,Formluft,247.47269730232057,19.616211469362053,0.6231399672097245,2.8827065390880273,159.46085837469448,0.0028511517342611785,11.19426250044851,24.248403284595287,False,False,False,False,einwandig,,IO
38.85470539655875,46.48735877655701,212.38037997742654,119.40930804482737,1.9163085365744785,5.157721669281918,Formluft,140.53071568651143,14.302332229211292,0.8387474870983133,2.1860802042000786,109.22252739334319,0.020673325420778047,7.997364962811001,15.242745387965906,False,False,False,False,einwandig,,IO
31.800832475923166,37.59740600028056,215.11880519061017,98.59439753509305,1.8372002523218132,3.516244594212504,Formluft,134.02708598618563,14.615925265223833,0.737482033949019,2.1036188168877734,89.4324987597291,0.834452723402237,6.979732262427361,12.824386409055245,False,False,False,False,einwandig,,NIO
28.019545264723188,31.344810297024896,215.4630885586536,70.35302490957058,1.6799567324901328,1.6497606701877414,Formluft,102.49267002243099,14.538059201141412,0.8553551322834445,1.9306409625469039,50.84696128217771,0.6173274157747264,3.664658276116233,7.943468640699956,False,False,False,False,doppelwandig,0.0,IO
35.06401330986497,43.02869750896353,210.75817705085518,85.73065270514846,1.8648191501854785,4.178036614928315,Formluft,143.74061698534695,20.978830663330935,0.9004489218217188,2.1412216852636043,90.78146879115248,0.14105294884818528,6.663225878009635,13.517980460164878,False,False,False,False,einwandig,,IO
51.61560375711676,91.28634966867479,212.7463027951636,158.8769874407229,2.538691640340042,7.29970374961041,Formluft,209.98333421513175,12.286469717874649,0.7688471153299961,2.959878136281675,159.96006940286605,0.27274015068427016,12.031222028985326,23.81177908730586,False,False,False,False,einwandig,,IO
50.33399419413754,74.67076763913279,219.0259803711945,259.69025089455573,1.7296887126112241,5.072595826178644,Formluft,217.1555730233517,17.108213353559975,0.6240284327672272,1.933595677801829,125.30113679774315,0.08438168498958365,8.970132300753566,18.342821987822543,False,False,False,False,einwandig,,IO
19.169172389659884,18.839301238506728,218.1127795417367,63.03261631911695,1.4468491709682452,2.325113853255562,Formluft,115.19513459114644,15.726135465719343,0.8560489348329676,1.6846780793740557,49.99274813543773,0.5816063739933888,3.3210882112986804,6.501728730182454,False,False,False,False,einwandig,,NIO
30.09079038901652,31.567865528301446,214.710843435327,101.99558785620638,1.6993601696747893,2.4150297375772456,Formluft,128.40530494565016,16.271707300379074,0.7698497053417531,1.9301022952543712,62.20400925800088,0.02982999805760227,4.553018681193667,9.796702943113319,False,False,False,False,einwandig,,IO
30.374021655047173,33.16930217261154,207.09532994471593,54.806271058460084,1.901716302840127,4.395219238834597,Formluft,144.12017697691252,16.977401628465802,1.0905051665211458,2.2634000814755666,91.4063594114674,0.5029812475514441,5.949621999511672,13.358426315171215,False,False,False,False,einwandig,,NIO
23.611261575443837,25.93130896940821,213.44550860093577,133.08747056414336,1.2405107812456417,2.8145379554640146,Formluft,127.18785929327329,16.22865976107228,0.7465154332742029,1.4017961176651985,63.91654387178778,0.31725741661840434,4.436320343527029,8.689067412743173,False,False,True,False,einwandig,,NIO
77.58098222877672,150.0,208.3974498151596,166.18755468470613,3.0589290858166946,13.80489954260741,Vakuum,-723.2795987724513,19.172087546603677,0.8046532058521125,3.6512282372188167,250.18502243200993,0.5357972674068374,18.665542044215627,37.51509456975514,False,False,False,False,doppelwandig,0.0,NIO
38.61455468858291,52.3291036603635,214.95230096978366,175.71580933138716,1.6456161450892204,4.551096013314097,Formluft,176.70207892193437,15.882970688148285,0.7435635836944047,1.8811332576589463,109.49785085059617,0.5394669506684199,7.92505825330799,16.790624007705063,False,False,False,False,einwandig,,IO
25.562171502815094,27.130881014315026,216.14053075532743,104.15904822256296,1.5100840541220095,3.2762686808139363,Formluft,134.4914447848073,22.97750557370279,0.6851352112197823,1.7457865827708008,62.843973577445354,0.2479993295871033,4.773109668232957,9.349663154937312,False,False,False,False,einwandig,,IO
42.50490366950175,60.64434080326567,214.22770817535397,206.40871018131602,1.6893642678562566,5.187573867341399,Formluft,184.0787903634977,16.177919755867386,,1.9286467203259545,124.6166442871953,0.5190335423786806,9.786377504199221,18.80799634165621,False,False,False,False,doppelwandig,0.0,IO
36.05092934894164,43.668228100505225,215.61375227594252,124.63214582918016,1.8558066112223408,3.2593626111218748,Formluft,159.94970625979425,9.18613246959892,0.744136576698785,2.0577518027566755,90.0632498206591,0.11931693884888178,6.67104147240172,13.51906340774372,False,False,False,False,doppelwandig,0.0,IO
25.656217198688125,29.60660410798884,216.04219405415873,81.23486107685429,1.8425442790635334,2.7285702855901373,Formluft,162.849965658522,18.55324143257493,0.7781763627720782,2.1071942358881115,75.20666617170205,0.15351651713784445,5.173146594441491,10.896602595685913,False,False,False,False,einwandig,,IO
43.60162617270991,52.6074069912293,214.64218269205517,109.3739897453325,1.957557059789627,4.053072428912306,Formluft,206.64039407152077,17.568387221039128,0.8731581849466636,2.3036049624506036,109.78002266868086,0.009881876878090612,8.396829860293153,16.527129806649917,False,False,False,False,einwandig,,IO
29.05528670860791,25.782219761085354,209.82325816084776,85.40988099089117,1.566744699966382,3.1086631988187805,Formluft,136.55177609899323,16.130180127047698,0.7463275837455646,1.8389989148991952,48.96820871785421,0.2426267660520421,3.5829708222670655,7.867608465661971,True,False,False,False,einwandig,,NIO
31.166287191021507,33.36711516441527,214.5424097084595,117.75682344899863,1.8683923007602234,3.5913343779052704,Formluft,163.71136830865834,14.961714737515422,0.6305666236862156,2.1777793508349337,91.33884046657019,0.13662992981530017,6.288146183183794,14.017321836662791,False,False,False,False,doppelwandig,0.0,NIO
58.77228340434294,88.80634263330248,217.03159670898387,203.3680476179954,2.322466240681054,6.448510234128549,Formluft,242.6322790971549,8.0,0.6509719005101524,2.6722363158249958,160.13501535194803,0.21817669250085572,11.78182405131894,24.395364669294672,True,False,False,False,doppelwandig,0.0,NIO
71.15196379785239,150.0,222.9023714167078,255.4687839334159,3.1961554203296205,14.653653570337786,Vakuum,-691.1625177888554,8.212623750937299,0.5015594585645229,3.46018877332875,250.23050730029803,0.3468495812504663,19.34608658171139,37.16245098438204,False,False,False,False,doppelwandig,0.0,NIO
26.056295553529853,34.39561367771327,211.91884038675843,88.09348084292346,1.568490181760548,3.1814147142294207,Formluft,103.85030486965167,22.590076881989923,0.9491820765358464,1.8748317485587227,74.7405764062576,0.5033545441473575,5.326728104429586,11.568106275784892,False,False,False,False,einwandig,,IO
40.78200542791895,56.98495106368614,217.85276913801744,200.86418754291617,1.8417108744191826,4.240441813246667,Formluft,155.10200607199016,13.657989587602453,0.6188239579718726,2.052498262194021,109.11369535955494,0.3003815286034083,8.13113158012107,16.732733213668272,False,False,False,False,einwandig,,IO
27.60794557046979,31.01148080508832,217.3516790955298,127.20086363118178,1.2910701519136702,2.7168372975644757,Formluft,136.63890056069482,19.862481710208833,0.8451160690206859,1.4668161845099124,74.94483133016527,0.11322265182212558,5.4048532291341695,10.895145603777403,False,False,False,False,doppelwandig,0.0,IO
